Timestamp,BuildingID,DeviceID,Location,MetricType,Value,Unit,Status
2025-11-11 22:40:14.807284,BLD-MAR-003,EM-04A-F3,"Basement, HVAC Unit",Current_A,6.49,A,OK
2025-11-11 22:41:41.207284,BLD-PAR-001,EM-05B-G1,"Floor 2, Server Room",Current_A,4.71,A,OK
2025-11-11 22:43:07.607284,BLD-PAR-001,EM-04A-F3,"Floor 3, Meeting Room",ActivePower_kW,1.24,kW,OK
2025-11-11 22:44:34.007284,BLD-LYO-002,LIGHT-02D-I4,"Floor 3, Meeting Room",Occupancy_Status,0.0,boolean,OK
2025-11-11 22:46:00.407284,BLD-LYO-002,LIGHT-02D-I4,"Floor 3, Meeting Room",Occupancy_Status,1.0,boolean,OK
2025-11-11 22:47:26.807284,BLD-PAR-001,LIGHT-02D-I4,"Floor 3, Meeting Room",Occupancy_Status,1.0,boolean,OK
2025-11-11 22:48:53.207284,BLD-MAR-003,HVAC-01C-H2,"Floor 1, Office A",Temperature_C,20.9,C,OK
2025-11-11 22:50:19.607284,BLD-MAR-003,EM-04A-F3,"Floor 3, Meeting Room",ActivePower_kW,3.87,kW,OK
2025-11-11 22:51:46.007284,BLD-LYO-002,EM-04A-F3,"Basement, HVAC Unit",Current_A,13.14,A,OK
2025-11-11 22:53:12.407284,BLD-MAR-003,EM-04A-F3,"Floor 1, Office A",Current_A,10.3,A,OK
2025-11-11 22:54:38.807284,BLD-LYO-002,EM-05B-G1,"Floor 3, Meeting Room",ActivePower_kW,2.98,kW,OK
2025-11-11 22:56:05.207284,BLD-LYO-002,HVAC-01C-H2,"Floor 2, Server Room",Temperature_C,24.0,C,OK
2025-11-11 22:57:31.607284,BLD-MAR-003,EM-05B-G1,"Floor 3, Meeting Room",Current_A,8.5,A,OK
2025-11-11 22:58:58.007284,BLD-MAR-003,EM-05B-G1,"Floor 2, Server Room",ActivePower_kW,4.81,kW,OK
2025-11-11 23:00:24.407284,BLD-LYO-002,EM-04A-F3,"Floor 2, Server Room",ActivePower_kW,1.0,kW,OK
2025-11-11 23:01:50.807284,BLD-LYO-002,EM-04A-F3,"Basement, HVAC Unit",Current_A,8.39,A,OK
2025-11-11 23:03:17.207284,BLD-LYO-002,EM-04A-F3,"Floor 1, Office A",Current_A,6.54,A,OK
2025-11-11 23:04:43.607284,BLD-LYO-002,LIGHT-02D-I4,"Basement, HVAC Unit",Occupancy_Status,0.0,boolean,OK
2025-11-11 23:06:10.007284,BLD-LYO-002,EM-05B-G1,"Floor 3, Meeting Room",ActivePower_kW,1.2,kW,OK
2025-11-11 23:07:36.407284,BLD-MAR-003,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,22.6,C,OK
2025-11-11 23:09:02.807284,BLD-MAR-003,EM-05B-G1,"Floor 2, Server Room",Current_A,7.5,A,OK
2025-11-11 23:10:29.207284,BLD-PAR-001,EM-05B-G1,"Floor 3, Meeting Room",ActivePower_kW,2.44,kW,OK
2025-11-11 23:11:55.607284,BLD-LYO-002,EM-05B-G1,"Floor 3, Meeting Room",ActivePower_kW,4.55,kW,OK
2025-11-11 23:13:22.007284,BLD-PAR-001,EM-05B-G1,"Basement, HVAC Unit",Current_A,9.56,A,OK
2025-11-11 23:14:48.407284,BLD-LYO-002,HVAC-01C-H2,"Floor 2, Server Room",Temperature_C,19.5,C,OK
2025-11-11 23:16:14.807284,BLD-PAR-001,EM-04A-F3,"Floor 2, Server Room",ActivePower_kW,3.68,kW,OK
2025-11-11 23:17:41.207284,BLD-MAR-003,EM-05B-G1,"Floor 2, Server Room",ActivePower_kW,2.88,kW,OK
2025-11-11 23:19:07.607284,BLD-LYO-002,LIGHT-02D-I4,"Basement, HVAC Unit",Occupancy_Status,0.0,boolean,OK
2025-11-11 23:20:34.007284,BLD-LYO-002,HVAC-01C-H2,"Floor 2, Server Room",Temperature_C,19.8,C,OK
2025-11-11 23:22:00.407284,BLD-PAR-001,LIGHT-02D-I4,"Floor 2, Server Room",Occupancy_Status,0.0,boolean,OK
2025-11-11 23:23:26.807284,BLD-LYO-002,EM-04A-F3,"Basement, HVAC Unit",ActivePower_kW,3.57,kW,OK
2025-11-11 23:24:53.207284,BLD-PAR-001,EM-04A-F3,"Basement, HVAC Unit",Current_A,12.35,A,OK
2025-11-11 23:26:19.607284,BLD-MAR-003,EM-04A-F3,"Floor 1, Office A",ActivePower_kW,1.61,kW,OK
2025-11-11 23:27:46.007284,BLD-MAR-003,LIGHT-02D-I4,"Floor 2, Server Room",Occupancy_Status,0.0,boolean,OK
2025-11-11 23:29:12.407284,BLD-LYO-002,HVAC-01C-H2,"Basement, HVAC Unit",Temperature_C,19.6,C,OK
2025-11-11 23:30:38.807284,BLD-PAR-001,HVAC-01C-H2,"Floor 2, Server Room",Temperature_C,24.0,C,OK
2025-11-11 23:32:05.207284,BLD-LYO-002,LIGHT-02D-I4,"Floor 3, Meeting Room",Occupancy_Status,1.0,boolean,OK
2025-11-11 23:33:31.607284,BLD-PAR-001,LIGHT-02D-I4,"Floor 1, Office A",Occupancy_Status,1.0,boolean,Error
2025-11-11 23:34:58.007284,BLD-MAR-003,LIGHT-02D-I4,"Basement, HVAC Unit",Occupancy_Status,1.0,boolean,OK
2025-11-11 23:36:24.407284,BLD-PAR-001,EM-04A-F3,"Floor 2, Server Room",ActivePower_kW,3.75,kW,OK
2025-11-11 23:37:50.807284,BLD-MAR-003,EM-04A-F3,"Floor 2, Server Room",Current_A,13.28,A,OK
2025-11-11 23:39:17.207284,BLD-MAR-003,LIGHT-02D-I4,"Floor 2, Server Room",Occupancy_Status,1.0,boolean,OK
2025-11-11 23:40:43.607284,BLD-MAR-003,HVAC-01C-H2,"Basement, HVAC Unit",Temperature_C,22.0,C,OK
2025-11-11 23:42:10.007284,BLD-LYO-002,LIGHT-02D-I4,"Floor 3, Meeting Room",Occupancy_Status,1.0,boolean,OK
2025-11-11 23:43:36.407284,BLD-MAR-003,EM-04A-F3,"Floor 3, Meeting Room",ActivePower_kW,0.74,kW,OK
2025-11-11 23:45:02.807284,BLD-LYO-002,LIGHT-02D-I4,"Floor 2, Server Room",Occupancy_Status,1.0,boolean,OK
2025-11-11 23:46:29.207284,BLD-LYO-002,LIGHT-02D-I4,"Floor 2, Server Room",Occupancy_Status,1.0,boolean,OK
2025-11-11 23:47:55.607284,BLD-LYO-002,EM-05B-G1,"Floor 2, Server Room",Current_A,14.2,A,Error
2025-11-11 23:49:22.007284,BLD-MAR-003,EM-05B-G1,"Floor 2, Server Room",Current_A,8.7,A,OK
2025-11-11 23:50:48.407284,BLD-MAR-003,EM-05B-G1,"Floor 3, Meeting Room",Current_A,12.67,A,OK
2025-11-11 23:52:14.807284,BLD-PAR-001,EM-04A-F3,"Floor 2, Server Room",Current_A,9.49,A,OK
2025-11-11 23:53:41.207284,BLD-LYO-002,EM-05B-G1,"Floor 3, Meeting Room",Current_A,9.67,A,OK
2025-11-11 23:55:07.607284,BLD-PAR-001,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,22.3,C,OK
2025-11-11 23:56:34.007284,BLD-LYO-002,EM-04A-F3,"Floor 3, Meeting Room",ActivePower_kW,0.85,kW,OK
2025-11-11 23:58:00.407284,BLD-PAR-001,LIGHT-02D-I4,"Floor 2, Server Room",Occupancy_Status,0.0,boolean,OK
2025-11-11 23:59:26.807284,BLD-PAR-001,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,22.7,C,OK
2025-11-12 00:00:53.207284,BLD-MAR-003,EM-04A-F3,"Floor 2, Server Room",ActivePower_kW,1.53,kW,OK
2025-11-12 00:02:19.607284,BLD-LYO-002,HVAC-01C-H2,"Basement, HVAC Unit",Temperature_C,20.9,C,OK
2025-11-12 00:03:46.007284,BLD-MAR-003,EM-04A-F3,"Floor 2, Server Room",Current_A,14.01,A,OK
2025-11-12 00:05:12.407284,BLD-MAR-003,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,20.2,C,OK
2025-11-12 00:06:38.807284,BLD-LYO-002,LIGHT-02D-I4,"Floor 3, Meeting Room",Occupancy_Status,0.0,boolean,OK
2025-11-12 00:08:05.207284,BLD-PAR-001,HVAC-01C-H2,"Basement, HVAC Unit",Temperature_C,23.1,C,OK
2025-11-12 00:09:31.607284,BLD-PAR-001,EM-05B-G1,"Floor 2, Server Room",ActivePower_kW,4.78,kW,OK
2025-11-12 00:10:58.007284,BLD-PAR-001,HVAC-01C-H2,"Basement, HVAC Unit",Temperature_C,23.1,C,OK
2025-11-12 00:12:24.407284,BLD-LYO-002,EM-05B-G1,"Floor 3, Meeting Room",Current_A,1.41,A,OK
2025-11-12 00:13:50.807284,BLD-PAR-001,LIGHT-02D-I4,"Floor 3, Meeting Room",Occupancy_Status,1.0,boolean,OK
2025-11-12 00:15:17.207284,BLD-PAR-001,LIGHT-02D-I4,"Floor 1, Office A",Occupancy_Status,1.0,boolean,OK
2025-11-12 00:16:43.607284,BLD-MAR-003,EM-05B-G1,"Basement, HVAC Unit",Current_A,5.2,A,Warning
2025-11-12 00:18:10.007284,BLD-MAR-003,EM-04A-F3,"Floor 2, Server Room",ActivePower_kW,3.0,kW,OK
2025-11-12 00:19:36.407284,BLD-MAR-003,EM-04A-F3,"Floor 2, Server Room",Current_A,11.94,A,OK
2025-11-12 00:21:02.807284,BLD-PAR-001,EM-05B-G1,"Floor 3, Meeting Room",ActivePower_kW,1.12,kW,OK
2025-11-12 00:22:29.207284,BLD-PAR-001,EM-04A-F3,"Basement, HVAC Unit",Current_A,3.68,A,OK
2025-11-12 00:23:55.607284,BLD-LYO-002,HVAC-01C-H2,"Floor 2, Server Room",Temperature_C,20.7,C,OK
2025-11-12 00:25:22.007284,BLD-MAR-003,EM-04A-F3,"Floor 3, Meeting Room",ActivePower_kW,4.87,kW,OK
2025-11-12 00:26:48.407284,BLD-PAR-001,LIGHT-02D-I4,"Floor 3, Meeting Room",Occupancy_Status,1.0,boolean,OK
2025-11-12 00:28:14.807284,BLD-MAR-003,EM-04A-F3,"Floor 1, Office A",ActivePower_kW,3.48,kW,OK
2025-11-12 00:29:41.207284,BLD-LYO-002,LIGHT-02D-I4,"Floor 2, Server Room",Occupancy_Status,0.0,boolean,OK
2025-11-12 00:31:07.607284,BLD-LYO-002,EM-04A-F3,"Floor 1, Office A",ActivePower_kW,3.45,kW,OK
2025-11-12 00:32:34.007284,BLD-LYO-002,LIGHT-02D-I4,"Floor 2, Server Room",Occupancy_Status,1.0,boolean,OK
2025-11-12 00:34:00.407284,BLD-MAR-003,HVAC-01C-H2,"Floor 1, Office A",Temperature_C,21.9,C,OK
2025-11-12 00:35:26.807284,BLD-MAR-003,EM-04A-F3,"Floor 2, Server Room",Current_A,5.15,A,OK
2025-11-12 00:36:53.207284,BLD-MAR-003,EM-05B-G1,"Floor 3, Meeting Room",ActivePower_kW,4.7,kW,OK
2025-11-12 00:38:19.607284,BLD-PAR-001,HVAC-01C-H2,"Floor 1, Office A",Temperature_C,19.7,C,OK
2025-11-12 00:39:46.007284,BLD-MAR-003,LIGHT-02D-I4,"Floor 3, Meeting Room",Occupancy_Status,1.0,boolean,OK
2025-11-12 00:41:12.407284,BLD-MAR-003,LIGHT-02D-I4,"Floor 2, Server Room",Occupancy_Status,0.0,boolean,OK
2025-11-12 00:42:38.807284,BLD-LYO-002,HVAC-01C-H2,"Basement, HVAC Unit",Temperature_C,19.9,C,OK
2025-11-12 00:44:05.207284,BLD-MAR-003,EM-04A-F3,"Basement, HVAC Unit",ActivePower_kW,1.88,kW,OK
2025-11-12 00:45:31.607284,BLD-PAR-001,EM-05B-G1,"Floor 3, Meeting Room",Current_A,5.79,A,OK
2025-11-12 00:46:58.007284,BLD-MAR-003,LIGHT-02D-I4,"Floor 2, Server Room",Occupancy_Status,0.0,boolean,Warning
2025-11-12 00:48:24.407284,BLD-PAR-001,LIGHT-02D-I4,"Floor 2, Server Room",Occupancy_Status,1.0,boolean,OK
2025-11-12 00:49:50.807284,BLD-MAR-003,EM-04A-F3,"Floor 2, Server Room",ActivePower_kW,1.84,kW,OK
2025-11-12 00:51:17.207284,BLD-PAR-001,LIGHT-02D-I4,"Basement, HVAC Unit",Occupancy_Status,0.0,boolean,OK
2025-11-12 00:52:43.607284,BLD-PAR-001,EM-04A-F3,"Basement, HVAC Unit",Current_A,8.42,A,OK
2025-11-12 00:54:10.007284,BLD-PAR-001,EM-04A-F3,"Floor 3, Meeting Room",Current_A,11.11,A,OK
2025-11-12 00:55:36.407284,BLD-LYO-002,HVAC-01C-H2,"Basement, HVAC Unit",Temperature_C,23.7,C,OK
2025-11-12 00:57:02.807284,BLD-LYO-002,LIGHT-02D-I4,"Basement, HVAC Unit",Occupancy_Status,0.0,boolean,OK
2025-11-12 00:58:29.207284,BLD-LYO-002,EM-04A-F3,"Basement, HVAC Unit",ActivePower_kW,3.84,kW,OK
2025-11-12 00:59:55.607284,BLD-PAR-001,LIGHT-02D-I4,"Floor 3, Meeting Room",Occupancy_Status,1.0,boolean,OK
2025-11-12 01:01:22.007284,BLD-MAR-003,EM-05B-G1,"Floor 3, Meeting Room",ActivePower_kW,0.57,kW,OK
2025-11-12 01:02:48.407284,BLD-MAR-003,EM-04A-F3,"Floor 3, Meeting Room",Current_A,14.47,A,OK
2025-11-12 01:04:14.807284,BLD-LYO-002,LIGHT-02D-I4,"Basement, HVAC Unit",Occupancy_Status,1.0,boolean,OK
2025-11-12 01:05:41.207284,BLD-PAR-001,EM-04A-F3,"Floor 2, Server Room",ActivePower_kW,4.75,kW,OK
2025-11-12 01:07:07.607284,BLD-LYO-002,LIGHT-02D-I4,"Floor 2, Server Room",Occupancy_Status,0.0,boolean,OK
2025-11-12 01:08:34.007284,BLD-MAR-003,EM-04A-F3,"Floor 2, Server Room",Current_A,3.2,A,Error
2025-11-12 01:10:00.407284,BLD-PAR-001,EM-05B-G1,"Floor 2, Server Room",Current_A,7.87,A,OK
2025-11-12 01:11:26.807284,BLD-PAR-001,EM-05B-G1,"Basement, HVAC Unit",ActivePower_kW,3.81,kW,OK
2025-11-12 01:12:53.207284,BLD-LYO-002,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,22.0,C,OK
2025-11-12 01:14:19.607284,BLD-MAR-003,LIGHT-02D-I4,"Basement, HVAC Unit",Occupancy_Status,1.0,boolean,OK
2025-11-12 01:15:46.007284,BLD-MAR-003,EM-05B-G1,"Floor 3, Meeting Room",Current_A,1.43,A,OK
2025-11-12 01:17:12.407284,BLD-MAR-003,EM-04A-F3,"Floor 1, Office A",ActivePower_kW,0.85,kW,OK
2025-11-12 01:18:38.807284,BLD-LYO-002,EM-04A-F3,"Floor 1, Office A",Current_A,2.19,A,OK
2025-11-12 01:20:05.207284,BLD-PAR-001,EM-04A-F3,"Floor 1, Office A",Current_A,13.44,A,Error
2025-11-12 01:21:31.607284,BLD-MAR-003,LIGHT-02D-I4,"Floor 1, Office A",Occupancy_Status,0.0,boolean,OK
2025-11-12 01:22:58.007284,BLD-LYO-002,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,19.9,C,OK
2025-11-12 01:24:24.407284,BLD-MAR-003,EM-04A-F3,"Floor 1, Office A",ActivePower_kW,3.52,kW,OK
2025-11-12 01:25:50.807284,BLD-LYO-002,EM-04A-F3,"Basement, HVAC Unit",ActivePower_kW,0.58,kW,OK
2025-11-12 01:27:17.207284,BLD-LYO-002,EM-04A-F3,"Basement, HVAC Unit",ActivePower_kW,3.92,kW,OK
2025-11-12 01:28:43.607284,BLD-PAR-001,EM-05B-G1,"Floor 2, Server Room",Current_A,14.27,A,OK
2025-11-12 01:30:10.007284,BLD-PAR-001,HVAC-01C-H2,"Floor 1, Office A",Temperature_C,19.4,C,OK
2025-11-12 01:31:36.407284,BLD-PAR-001,EM-04A-F3,"Floor 3, Meeting Room",Current_A,12.0,A,OK
2025-11-12 01:33:02.807284,BLD-PAR-001,HVAC-01C-H2,"Floor 2, Server Room",Temperature_C,21.4,C,OK
2025-11-12 01:34:29.207284,BLD-PAR-001,EM-05B-G1,"Floor 2, Server Room",ActivePower_kW,4.98,kW,OK
2025-11-12 01:35:55.607284,BLD-LYO-002,LIGHT-02D-I4,"Basement, HVAC Unit",Occupancy_Status,1.0,boolean,OK
2025-11-12 01:37:22.007284,BLD-PAR-001,EM-05B-G1,"Basement, HVAC Unit",ActivePower_kW,1.29,kW,OK
2025-11-12 01:38:48.407284,BLD-LYO-002,LIGHT-02D-I4,"Floor 1, Office A",Occupancy_Status,1.0,boolean,Error
2025-11-12 01:40:14.807284,BLD-PAR-001,EM-04A-F3,"Floor 1, Office A",ActivePower_kW,2.88,kW,OK
2025-11-12 01:41:41.207284,BLD-LYO-002,HVAC-01C-H2,"Basement, HVAC Unit",Temperature_C,19.0,C,OK
2025-11-12 01:43:07.607284,BLD-PAR-001,EM-05B-G1,"Floor 2, Server Room",ActivePower_kW,4.81,kW,Warning
2025-11-12 01:44:34.007284,BLD-LYO-002,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,19.1,C,OK
2025-11-12 01:46:00.407284,BLD-PAR-001,HVAC-01C-H2,"Floor 1, Office A",Temperature_C,23.3,C,OK
2025-11-12 01:47:26.807284,BLD-PAR-001,LIGHT-02D-I4,"Floor 1, Office A",Occupancy_Status,0.0,boolean,OK
2025-11-12 01:48:53.207284,BLD-LYO-002,EM-05B-G1,"Floor 3, Meeting Room",Current_A,12.65,A,OK
2025-11-12 01:50:19.607284,BLD-PAR-001,HVAC-01C-H2,"Basement, HVAC Unit",Temperature_C,24.6,C,OK
2025-11-12 01:51:46.007284,BLD-MAR-003,LIGHT-02D-I4,"Basement, HVAC Unit",Occupancy_Status,0.0,boolean,Warning
2025-11-12 01:53:12.407284,BLD-MAR-003,LIGHT-02D-I4,"Floor 3, Meeting Room",Occupancy_Status,1.0,boolean,OK
2025-11-12 01:54:38.807284,BLD-MAR-003,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,21.8,C,OK
2025-11-12 01:56:05.207284,BLD-LYO-002,HVAC-01C-H2,"Floor 1, Office A",Temperature_C,20.3,C,OK
2025-11-12 01:57:31.607284,BLD-PAR-001,EM-04A-F3,"Floor 3, Meeting Room",ActivePower_kW,3.71,kW,OK
2025-11-12 01:58:58.007284,BLD-LYO-002,EM-04A-F3,"Basement, HVAC Unit",Current_A,11.2,A,OK
2025-11-12 02:00:24.407284,BLD-LYO-002,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,20.8,C,OK
2025-11-12 02:01:50.807284,BLD-LYO-002,EM-04A-F3,"Floor 1, Office A",ActivePower_kW,4.23,kW,OK
2025-11-12 02:03:17.207284,BLD-MAR-003,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,23.9,C,OK
2025-11-12 02:04:43.607284,BLD-PAR-001,EM-05B-G1,"Floor 2, Server Room",ActivePower_kW,1.86,kW,OK
2025-11-12 02:06:10.007284,BLD-LYO-002,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,19.5,C,OK
2025-11-12 02:07:36.407284,BLD-LYO-002,HVAC-01C-H2,"Floor 2, Server Room",Temperature_C,22.1,C,OK
2025-11-12 02:09:02.807284,BLD-LYO-002,EM-04A-F3,"Floor 1, Office A",Current_A,9.36,A,OK
2025-11-12 02:10:29.207284,BLD-LYO-002,HVAC-01C-H2,"Floor 1, Office A",Temperature_C,24.7,C,Error
2025-11-12 02:11:55.607284,BLD-LYO-002,LIGHT-02D-I4,"Floor 3, Meeting Room",Occupancy_Status,1.0,boolean,OK
2025-11-12 02:13:22.007284,BLD-LYO-002,HVAC-01C-H2,"Floor 2, Server Room",Temperature_C,24.2,C,OK
2025-11-12 02:14:48.407284,BLD-MAR-003,EM-04A-F3,"Basement, HVAC Unit",ActivePower_kW,3.34,kW,OK
2025-11-12 02:16:14.807284,BLD-LYO-002,LIGHT-02D-I4,"Floor 1, Office A",Occupancy_Status,1.0,boolean,OK
2025-11-12 02:17:41.207284,BLD-LYO-002,LIGHT-02D-I4,"Floor 3, Meeting Room",Occupancy_Status,0.0,boolean,OK
2025-11-12 02:19:07.607284,BLD-LYO-002,HVAC-01C-H2,"Floor 1, Office A",Temperature_C,20.0,C,OK
2025-11-12 02:20:34.007284,BLD-MAR-003,LIGHT-02D-I4,"Floor 1, Office A",Occupancy_Status,1.0,boolean,OK
2025-11-12 02:22:00.407284,BLD-LYO-002,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,24.2,C,OK
2025-11-12 02:23:26.807284,BLD-LYO-002,EM-05B-G1,"Basement, HVAC Unit",ActivePower_kW,0.82,kW,OK
2025-11-12 02:24:53.207284,BLD-MAR-003,LIGHT-02D-I4,"Floor 1, Office A",Occupancy_Status,0.0,boolean,OK
2025-11-12 02:26:19.607284,BLD-LYO-002,HVAC-01C-H2,"Basement, HVAC Unit",Temperature_C,23.4,C,OK
2025-11-12 02:27:46.007284,BLD-LYO-002,EM-04A-F3,"Floor 2, Server Room",ActivePower_kW,3.42,kW,OK
2025-11-12 02:29:12.407284,BLD-LYO-002,EM-04A-F3,"Floor 1, Office A",ActivePower_kW,4.8,kW,OK
2025-11-12 02:30:38.807284,BLD-MAR-003,EM-04A-F3,"Floor 3, Meeting Room",Current_A,4.21,A,OK
2025-11-12 02:32:05.207284,BLD-LYO-002,EM-04A-F3,"Floor 3, Meeting Room",ActivePower_kW,2.53,kW,OK
2025-11-12 02:33:31.607284,BLD-PAR-001,HVAC-01C-H2,"Basement, HVAC Unit",Temperature_C,23.4,C,OK
2025-11-12 02:34:58.007284,BLD-PAR-001,EM-04A-F3,"Floor 3, Meeting Room",Current_A,14.31,A,OK
2025-11-12 02:36:24.407284,BLD-PAR-001,EM-05B-G1,"Basement, HVAC Unit",Current_A,4.56,A,OK
2025-11-12 02:37:50.807284,BLD-PAR-001,HVAC-01C-H2,"Floor 2, Server Room",Temperature_C,22.1,C,OK
2025-11-12 02:39:17.207284,BLD-MAR-003,EM-05B-G1,"Floor 3, Meeting Room",ActivePower_kW,3.78,kW,OK
2025-11-12 02:40:43.607284,BLD-MAR-003,EM-05B-G1,"Floor 1, Office A",Current_A,9.15,A,OK
2025-11-12 02:42:10.007284,BLD-MAR-003,LIGHT-02D-I4,"Floor 3, Meeting Room",Occupancy_Status,0.0,boolean,OK
2025-11-12 02:43:36.407284,BLD-LYO-002,EM-05B-G1,"Basement, HVAC Unit",ActivePower_kW,4.37,kW,OK
2025-11-12 02:45:02.807284,BLD-LYO-002,EM-05B-G1,"Floor 3, Meeting Room",Current_A,14.71,A,OK
2025-11-12 02:46:29.207284,BLD-LYO-002,EM-04A-F3,"Floor 2, Server Room",ActivePower_kW,1.65,kW,OK
2025-11-12 02:47:55.607284,BLD-PAR-001,LIGHT-02D-I4,"Floor 1, Office A",Occupancy_Status,1.0,boolean,OK
2025-11-12 02:49:22.007284,BLD-PAR-001,EM-04A-F3,"Basement, HVAC Unit",Current_A,2.56,A,OK
2025-11-12 02:50:48.407284,BLD-MAR-003,LIGHT-02D-I4,"Floor 2, Server Room",Occupancy_Status,1.0,boolean,OK
2025-11-12 02:52:14.807284,BLD-MAR-003,EM-05B-G1,"Floor 1, Office A",ActivePower_kW,4.81,kW,OK
2025-11-12 02:53:41.207284,BLD-PAR-001,EM-05B-G1,"Basement, HVAC Unit",Current_A,8.43,A,OK
2025-11-12 02:55:07.607284,BLD-PAR-001,EM-04A-F3,"Floor 3, Meeting Room",ActivePower_kW,2.99,kW,OK
2025-11-12 02:56:34.007284,BLD-MAR-003,HVAC-01C-H2,"Floor 1, Office A",Temperature_C,21.3,C,OK
2025-11-12 02:58:00.407284,BLD-PAR-001,LIGHT-02D-I4,"Floor 2, Server Room",Occupancy_Status,0.0,boolean,OK
2025-11-12 02:59:26.807284,BLD-LYO-002,EM-04A-F3,"Basement, HVAC Unit",Current_A,2.3,A,OK
2025-11-12 03:00:53.207284,BLD-PAR-001,EM-04A-F3,"Floor 3, Meeting Room",Current_A,9.73,A,OK
2025-11-12 03:02:19.607284,BLD-LYO-002,HVAC-01C-H2,"Floor 2, Server Room",Temperature_C,22.4,C,Error
2025-11-12 03:03:46.007284,BLD-PAR-001,HVAC-01C-H2,"Floor 1, Office A",Temperature_C,19.6,C,OK
2025-11-12 03:05:12.407284,BLD-MAR-003,LIGHT-02D-I4,"Floor 3, Meeting Room",Occupancy_Status,0.0,boolean,OK
2025-11-12 03:06:38.807284,BLD-PAR-001,EM-04A-F3,"Basement, HVAC Unit",Current_A,6.05,A,OK
2025-11-12 03:08:05.207284,BLD-PAR-001,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,24.3,C,OK
2025-11-12 03:09:31.607284,BLD-PAR-001,EM-05B-G1,"Floor 2, Server Room",Current_A,5.66,A,OK
2025-11-12 03:10:58.007284,BLD-PAR-001,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,23.1,C,OK
2025-11-12 03:12:24.407284,BLD-LYO-002,EM-04A-F3,"Floor 3, Meeting Room",ActivePower_kW,3.67,kW,OK
2025-11-12 03:13:50.807284,BLD-MAR-003,HVAC-01C-H2,"Floor 2, Server Room",Temperature_C,23.0,C,OK
2025-11-12 03:15:17.207284,BLD-MAR-003,LIGHT-02D-I4,"Basement, HVAC Unit",Occupancy_Status,1.0,boolean,OK
2025-11-12 03:16:43.607284,BLD-MAR-003,EM-04A-F3,"Floor 3, Meeting Room",ActivePower_kW,0.58,kW,OK
2025-11-12 03:18:10.007284,BLD-LYO-002,EM-05B-G1,"Floor 1, Office A",ActivePower_kW,1.09,kW,OK
2025-11-12 03:19:36.407284,BLD-LYO-002,EM-05B-G1,"Floor 2, Server Room",Current_A,2.67,A,OK
2025-11-12 03:21:02.807284,BLD-PAR-001,EM-04A-F3,"Floor 3, Meeting Room",Current_A,7.69,A,OK
2025-11-12 03:22:29.207284,BLD-MAR-003,EM-04A-F3,"Basement, HVAC Unit",ActivePower_kW,4.61,kW,OK
2025-11-12 03:23:55.607284,BLD-PAR-001,EM-04A-F3,"Floor 1, Office A",Current_A,7.72,A,OK
2025-11-12 03:25:22.007284,BLD-MAR-003,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,23.0,C,OK
2025-11-12 03:26:48.407284,BLD-MAR-003,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,24.7,C,OK
2025-11-12 03:28:14.807284,BLD-MAR-003,EM-05B-G1,"Basement, HVAC Unit",Current_A,13.73,A,OK
2025-11-12 03:29:41.207284,BLD-LYO-002,EM-04A-F3,"Floor 1, Office A",ActivePower_kW,2.62,kW,OK
2025-11-12 03:31:07.607284,BLD-MAR-003,EM-04A-F3,"Floor 3, Meeting Room",ActivePower_kW,4.12,kW,OK
2025-11-12 03:32:34.007284,BLD-MAR-003,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,19.7,C,OK
2025-11-12 03:34:00.407284,BLD-MAR-003,EM-04A-F3,"Floor 2, Server Room",ActivePower_kW,4.99,kW,OK
2025-11-12 03:35:26.807284,BLD-LYO-002,EM-05B-G1,"Basement, HVAC Unit",Current_A,13.07,A,OK
2025-11-12 03:36:53.207284,BLD-PAR-001,EM-05B-G1,"Floor 3, Meeting Room",ActivePower_kW,2.87,kW,OK
2025-11-12 03:38:19.607284,BLD-PAR-001,LIGHT-02D-I4,"Floor 1, Office A",Occupancy_Status,1.0,boolean,OK
2025-11-12 03:39:46.007284,BLD-MAR-003,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,22.6,C,OK
2025-11-12 03:41:12.407284,BLD-MAR-003,EM-05B-G1,"Floor 2, Server Room",ActivePower_kW,4.09,kW,OK
2025-11-12 03:42:38.807284,BLD-MAR-003,HVAC-01C-H2,"Floor 2, Server Room",Temperature_C,24.9,C,OK
